User Name,Name Tag,Description
Mat,@mat4g13,"RT 
@DGHisham
: Kenyataan Akhbar KPK 8 Mac 2021 – Situasi Semasa Jangkitan Penyakit Coronavirus 2019 (COVID-19) di Malaysia"
Wanderer,@arhnreaL,"Replying to 
@HiddenCash"
Moses Kaswa,@mkaswa,What’s in the $1.9 trillion US COVID-19 stimulus package?
News247fr,@News247fr,"Covid-19 : la pandémie pourrait entraîner le mariage forcé de 10 millions d’enfants, selon l’Unicef https://bit.ly/30oTcS2
#News247 #Actus #Medias #FreeNews #24h24 #7j7"
Safelyfe,@safelyfeuvc," Modern Kids Bluelight Blocking Flexible Glasses 
 
 starting at Rs.1,500.00. 
Show now 
 https://shortlink.store/w9ZZyyLk_a 
#ary #facemask #Pakistan #sanitizer #Covid #clean #new"
Mat,@mat4g13,"COVID-19 in Malaysia : Numbers at a Glance as of 8th March 2021, 12 pm

#COVID19
#KitaMestiMenang
#sihatmilikku"
Ghana Is Jesus’ Country,@GhanaSocialU,"Replying to 
@UNICEFGhana
 @DSD_GHS
 and 4 others"
eurocarne,@eurocarne,"El Gobierno de Canadá invierte 7,8 millones de dólares para mantener seguros frente a la covid-19 a los trabajadores de plantas cárnicas https://eurocarne.com/noticias/codigo/49565/kw/El+Gobierno+de+Canad%C3%A1+invierte+7%2C8+millones+de+d%C3%B3lares+para+mantener+seguros+a+los+trabajadores+de+plantas+c%C3%A1rnicas%26nbsp%3B…"
Misma Duda,@antogo_TJ,"Replying to 
@al_covid"
News Nation Global,@NewsNationGlob1,"Delhi Allocates Rs 50 Crore In Finances For Free Covid Vaccine At Its Hospitals
https://newsnationglobal.com/2021/03/09/delhi-allocates-rs-50-crore-in-finances-for-free-covid-vaccine-at-its-hospitals/?feed_id=310958&_unique_id=60472c003a134…"
First India News Rajasthan,@1stIndiaNews,"एक्टर रणबीर कपूर निकले Covid-19 Positive , मॉम नीतू कपूर ने की पुष्टि
#RanbirKapoor #CovidPositive #NeetuKapoor #CoronaVirus"
News247fr,@News247fr,"DIRECT. Covid-19 : «Un confinement en Ile-de-France n’est pas d’actualité», concède le directeur général de la Santé https://bit.ly/38mz07X
#News247 #Actus #Medias #FreeNews #24h24 #7j7"
Ravanal,@_Ravanal,"Replying to 
@Kerckhove16"
nortesurvenezuela,@nortevenezuela,Las variantes del COVID-19 amenazan la reactivación del turismo mundial - Noticias ONU
FlashNord,@flashnord,За последние сутки в России выявлено 9 445 случаев COVID-19 в 84 регионах https://flashnord.com/news/77819
LittleJosephCricket,@joseph_cricket,"Replying to 
@Julio_Rodr_"
El País English Edition,@elpaisinenglish,"Spain's King Felipe VI is eager to restore prestige to the monarchy. But between his sisters' decision to jump the Covid-19 vaccine line and the alleged financial irregularities of his father, Juan Carlos I, the task is proving difficult"
Steve Hardy,@SteveHardyLDN,"Join us this Thursday at 12.30pm for Positive Choices Lunch & Learn Debate: COVID-19, vaccinations and co-terminosity for people with a learning disability"
elle 𓍯,@pjmnvies,"Replying to 
@ST4NNNNN"
Barbara Walsh,@BarbaraAnWalsh,Paying nurses properly doesn't chime with the Tories' post-Covid vision for society
Tako the viking,@Tajuelo80,"Replying to 
@mister_agustico
 and 
@CoronaVid19"
Greg,@Greg2904,"L’île de France, 12 millions d’habitants est à la limite de la saturation en nombre de lit COVID...904 patients pour 1050 lits. WTF???? 
#ilyaunprobleme #COVID19france"
Koronavirus COVID-19 denní report,@Covid19_Cesko,"Koronavirus Covid-19 mapa světa dle počtu nových případů na 1 mil. 
3/8/2021

Více informací:
http://bit.ly/web-cz

#covid19  #CzechRepublic #Czech #covid19cz #covid19czech #coronaviruscz #Czechia #Praque #Covid19Europe"
Kamzou L,@kamzou08,"#covid19news 1 in 4 U.S. adults has gotten a COVID-19 vaccine, plus other numbers from the vaccination effort"
painttopledge,@painttopledge," Leave a Mark that will Change the World 
.⠀⠀
.⠀⠀
.⠀⠀
#initiative #love #covid #together #change #changemakers #social #slapcollective #unicef #unesco #changebelievers #globalchangemakers #painttopledge #painttopledgeinitiative"
CK,@ckonelegia,Nie ma szczujni24 i ich dziennikarzy którzy straszą przed przyjmowaniem kopert które napewno mają Covid a sami odbierają przesyłki ale ich przesyłki nie mają Covid
Ifeanyichukwu,@Ifeanyi15678430,"Replying to 
@chibuzoikechukw"
Ziarecom Actual,@Ziarecom_actual,Estonia intra in carantina timp de o luna pentru a opri raspandirea variantei britanice a COVID-19
Michèle,@michele_ri_,"Ich brauche eure Hilfe: Gestern wurde Gruppe B freigeschalten und heute um 8 Uhr sagt man meiner Mam, dass es keinen einzigen Termin mehr gibt, weil noch Leute aus A Termine von B gebucht haben?! Wie geht das und was ist hier die Logik? #impfung #covid 
@kanton_bern"
Magdalena C.,@Magdalena_C22,"Replying to 
@JackLysy
 and 
@Nie_uczesana"
Jeffrey Levin,@jilevin,Covid 19 live updates: Pfizer vaccine neutralizes Brazil variant in lab study as experts warn of rapid spread
Mike Foster,@mjfsteeler,"Replying to 
@RenegadeBlitz"
Liberal de Castilla,@LiberalCastilla,#fuenoticiaenelliberal CEOE-Cepyme Cuenca recuerda que está abierto el plazo para pedir las subvenciones para los afectados por el covid CEOE CEPYME Cuenca indica a los empresarios y autónomos que está abierto el
Thanh Thanh,@Thanh_Thanh1,"Restructure the Debt Payment due to Covid-19
#law #lawyers #lawfirms #Debt #Payment #Vietnam"
ColmoreBID,@ColmoreBID,"As we approach the anniversary of the first national lockdown, 
@BVSC
 is looking to better understand how Covid-19 has impacted your organisation, staff and volunteers Can you spare some time for this important research?"
#AGEC2021,@forequality_mw,"The Covid-19 pandemic has negatively affected access, women have fallen victim to the restrictions in the education, SRHR,  agriculture, labour-force and hospitality sector respectively _Rugare Shalom Zimunya #AGEC #Womeninleadership"
Hail! Hail!,@Gerryj67,"The corrupt SFA have told Sevco that as they are all going to Praque later today, they will use last week’s negative Covid results. The corrupt SFA have praised Sevco supporters for disarming the benches in the Square."
IAM District Lodge 78,@iamaw78,"Women and COVID – Marie Clarke Walker http://iamdl78.org/2021/03/women-and-covid-marie-clarke-walker/… 
@IAMAWCanada"
Dominique Pirani,@domafondMacron,"Covid : les investissements à l'hôpital atteindront 3,3 milliards d'euros cette année, du jamais vu : https://live.lesechos.fr/76/0610607589176.php#xtor=CS1-3046… via 
@LesEchos"
Pasfm Radio Bisnis,@pasfm,"Presiden Suriah Bashar Al Assad dan istrinya, Asma Al Assad, dinyatakan positif Covid-19 pada Senin waktu setempat. 
Mereka terinfeksi virus corona setelah menunjukkan gejala ringan.
Juru bicara kantor kepresidenan menegaskan Bashar dan istrinya dalam kondisi baik."
Ukrinform,@UKRINFORM,"Степанов заявляє про третю COVID-хвилю в Україні
https://ukrinform.ua/rubric-society/3204443-stepanov-zaavlae-pro-tretu-covidhvilu-v-ukraini.html…"
Alain Bivel ... #RestonsPrudents ...,@BivelAlain,"#Covid_19 : l'épidémie repart en #Italie, pays européen le plus touché #UE"
Jean Rev,@Rev_de_Presse,"DIRECT. Covid-19 : la situation hospitalière se tend en Île-de-France, le taux d’incidence progresse #Coronavirus #Hôpital https://ouest-france.fr/sante/virus/coronavirus/direct-covid-19-la-situation-hospitaliere-se-tend-en-ile-de-france-le-taux-d-incidence-progresse-7180003… via 
@ouestfrance"
Parents et Enseignants Solidaires Covid19,@PESCOV19,"On ne sait d'ailleurs pas aujourd'hui si les jeunes qui souffrent de dépression n'ont pas développé un covid, même asymptomatique."
Nicholas Snider ☈,@snider_wx,"One year ago today, Ohio had its first COVID case...here’s to hoping more and more get the vaccine"
What's On in Epsom,@whatsoninepsom,"Yesterday saw the start of Step 1 of the Roadmap out of covid restrictions. All going to plan next key date is 29th March. Remember you still need to #stayathome #wearamask
 #washyourhands
 #keepyourdistance. To get back to normality ASAP #followtherules. It's Not Over Yet."
News Nation Global,@NewsNationGlob1,"Covid 19 coronavirus: Nurses strikes throughout vaccine rollout doable - union - NZ Herald
https://newsnationglobal.com/2021/03/09/covid-19-coronavirus-nurses-strikes-throughout-vaccine-rollout-doable-union-nz-herald/?feed_id=310950&_unique_id=60472be76a2fa…"
stowey don allen,@donstnath,"Economists: Biden's $1,400 COVID-19 checks may be great politics, but it's questionable economics"
Tony Schlegel,@tonyschlegel,"Replying to 
@fox5sandiego"
Romney Marsh Radio,@RadioRomney,"Unleash the power of radio! RMR is offering FREE 30 second COVID recovery adverts! The book your slot, you can email us at info@romneymarshradio.com or visit our website http://romneymarshradio.com https://instagram.com/p/CMMMrCFlkAo/?igshid=16my3fvpea33x…"
Rosie Bavaria,@RosieBavaria,"#GetBetterDan Hiya Dan, you are the hero of Australia, having saved the whole country from the Covid death cult that the Trump-clones Morrison, Hunt etc would have signed us up to. So get better ffs. Also, please get better. You deserve it mate"
AI for Health #aiforhealth,@aiforhealthfr,"""Les Journées PandemIA"" - 18 et 19 mars 2021. 
Covid.19 : Retour sur un an de pandémie. 

Découvrez l'intervention ""Autres formes de Covid et expériences patients"".

INSCRIVEZ-VOUS  : https://lesjourneespandemia.fr
#journeespandemia"
Gu1lløme,@me_guill,"CFontany: RT 
@M06Sof
: Un collègue avait sa tante de 92 ans en EHPAD. Le vaccin Pfizer lui a été administré. Décédée 48 heures plus tard.
Ayant survécu au covid jusque là, elle n'aura pas survécu aux suites de la vaccination.
Encore un malheureux hasard ???? 
Quel est le proj…"
carersworldlive.co.uk,@carersworldlive,COVID-19: NHS hoping to drive coronavirus vaccine uptake by sending text messages and reminders | UK News | Sky News
~MAYDAY WIEN,@MAYDAY_WIEN,"#kulturarbeit ist einer der besonder #prekär von der #covid_19 betroffenen Bereiche. Für alle die mit Feiern/ Festivals / Club / Nachtkultur /... zu tun haben gibt es seit kurzen die 
@ig_club_kultur
 am Do 11.03. Den nächsten Info/Mitmachtermin"
Lifestyleblog.it,@lifestyleblogit,"Covid, Cina lancia passaporto vaccinale: è il primo Paese al mondo -"
molly,@khsxiqw,but i have a covid test sobbb
SpiritSamba,@MarkAnt72,"Dr. Scott Jensen, WHO Confirm: ‘We’ve All Been Played’ on COVID-19
https://21stcenturywire.com/2021/03/07/dr-scott-jensen-who-confirm-weve-all-been-played-on-covid-19/… via 
@21WIRE
 #COVID19 #pcrtest"
nono,@nonojazzy63,"New post: ""Plusieurs mutuelles proposent une ""assistance Covid"""""
NewsFromTheRealWorld,@NFTRW_Feed,"JOB... COVID-19 Compliance Officer in Miami, FL"
Robert,@RobMacCready,"Replying to 
@stealsbears"
Anwesha Roy,@Annie_SCK,"@HandeErcel
 @KeremBursin
 Thank you for making us fall in love with #EdSer,for giving us a reason to smile amidst Covid, for all the hardwork that you guys do -you have changed our lives.And for that we are grateful."
Blank,@raheiser,"Replying to 
@chrisbdesign
 @NKinNewEng
 and 2 others"
UiTV Connect,@UiTV_Connect,"Ranbir has tested Covid positive: Neetu Kapoor
#NeetuKapoor #Ranbirkapoor #Covid19 #positive #bollywood #celebrity"
𝐯𝐚𝐯𝐚𝐧𝐳𝐳,@yzzalnna,"Many students' stress and trauma have been exacerbated by the Covid-19 pandemic, which has also introduced new challenges such as isolation and increased risk of adversity at home. 
Recognizing that someone is suicidal is not always possible due to physical distance."
SingleBuchi,@singlebuchi,"Greece Mourns Youngest Covid Victim, 37-Day Baby https://ndtv.com/world-news/greece-mourns-youngest-covid-victim-37-day-baby-2386559…"
Mendieta,@ocanaruben1,"COVID-19: la OMS advierte que si Brasil no toma medidas, afectará a toda la región https://ift.tt/3ciq8Bt"
Disruptive Africa,@Africadisruptiv,US Chamber: Fighting COVID-19 with innovation and tech - WDJT
J-P Daguzan,@DaguzanJ,"Un millier de personnes confinées à bord d’un navire de luxe géant à cause du Covid, selon Bild"
✩✩ R▲PM▲G Sports ✩✩,@RAPMAGSPORT,#RapMagBasket Basket - NBA - ASG - Aucun test positif au Covid lors du All-Star Game d'Atlanta
Steve,@QPRSteve1982,Agree with a lot of what Piers Morgan says about Meghan but enjoyed watching that fat fucker squirm this morning. Won’t ever forget his bullshit about Covid.
"Opius
Made of Star Stuff",@OpiusX,"Replying to 
@Procto_Log
 @Drmartyufml
 and 
@Citizen4Sci"
Bangkok Post Learning,@post_learning,"The government recorded 60 new cases of Covid-19 on Tuesday, increasing the total since the pandemic began to 26,501. No new deaths were reported, leaving the toll at 85. #BangkokPost #Learning"
Wombling free #KBF,@JulieRo48651516,Zero reported deaths in Wales yesterday with Covid. You would think that would be heralded throughout the country wouldn't you? Yet we're still in tier 4 lockdown! Anyone thinking this is about a virus has completely lost the plot.
Lifestyleblog.it,@lifestyleblogit,"Covid Germania, 4.252 nuovi contagi e 255 morti: bollettino 9 marzo -"
Ronny,@RonnyBrudvik1,"$hepa From dec 22: ""The FDA has signed off investigational new drug application for Hepion Pharmaceuticals' (HEPA -2.4%) CRV431, a cyclophilin inhibitor for the treatment of COVID-19, and the candidate is poised to move directly into Phase 2 study."""
"la tia lisura
sin pelos en la lengua",@latialisura,"@ErnesBustamante
 mi tío tuvo covid el año pasado y hoy le volvió de nuevo no pude superarlo hoy falleció 
Puede una persona tener dos veces seguidas covid 
Ya tengo miedo "
Inquirer,@inquirerdotnet,"BREAKING: The country’s COVID-19 caseload breached the 600,000-mark after the Department of Health logged 2,668 additional infections on Tuesday. | 
@DYGalvezINQ"
Joanna,@joannacamilley,Why don’t people have basic manners anymore?? I would never DREAM of doing this to a poor tired man who is trying to safely do his job which requires him to be in close proximity with people who could have COVID. What if he’s caring for his sick elderly mother? She could die
Adnkronos,@Adnkronos,"#Covid Italia, 100mila morti. #Zonarossa, #coprifuoco, #lockdown: verso stretta"
Polres Jembrana,@polresjembrana,Sat Polair Polres Jembrana Lakukan Patroli Sambang Dialogis Dengan Anak Muda Yang Sedang Nongkrong Untuk Cegah Covid 19
Noelybob,@Noelybob2,"Replying to 
@jekearsley
 and 
@9NewsAUS"
MedcomID,@medcom_id,"Rumdin Gubernur Jabar Dijadikan Tempat Vaksinasi Covid-19 Lansia https://bit.ly/30r0C7G 
@ridwankamil
 #CekDuluMedcom #CaraBaruMenikmatiMedcom"
Moo Lee Yom,@mooleeyom,"@talishabrand
 Try reading the Covid bill & still think it’s “for the people “!  9% yes, but the other 91% is filled with political treats! Please, the dems don’t care about us regular Americans! Let’s not argue, but stand together against politicians."
carersworldlive.co.uk,@carersworldlive,COVID-19: Pfizer/BioNTech vaccine shows promise against Brazil coronavirus variant in laboratory testing | World News | Sky News
Business Today,@BT_India,Ranbir Kapoor tests COVID-19 positive; mother Neetu Kapoor says he's 'recovering well'
VietSunshine,@Viet_Sunshine,5 vấn đề an ninh mạng liên quan tới vắc xin COVID
richard heath,@richardhoggy,"Fuck Megan and fanta pants fuck drakeford and covid and fuck the robbing tory cunts week today is Cheltenham 
 #getondai"
Kompas.com,@kompascom,Won Jin Ah mengaku jadi jarang make up karena selalu pack masker di masa pandemic Covid-19
kumparan,@kumparan,"Masyarakat terus diminta untuk lebih waspada dan disiplin menerapkan protokol kesehatan, serta mensukseskan program vaksinasi COVID-19. #satgascovid19"
Fletchey,@Fletchey2,"Replying to 
@emmamrevell
 and 
@SteveBakerHW"
Fanatic0M,@Fanatic0M,"Test covid pour moi ce matin..

#TeamOM"
Krissy,@KurlyKrissy,"Replying to 
@MonikaMonigro
 and 
@malh1955"
Klabauter,@Klabauter14,"Replying to 
@Pirol54272001
 and 
@Karl_Lauterbach"
Patty,@littlebytesnews,Rutgers Public Health Expert Available to Comment on the CDC's New Guidelines for COVID-19 Vaccinated People https://bit.ly/3eqsyk3
Swish Fade Cuts,@swishfadecuts,NBA Says No COVID Cases At All-Star Game After Sixers Stars Scare
Deji Sadiq,@deji_of_lagos,What’s in the $1.9 trillion US COVID-19 stimulus package? Here are highlights of what is in the bill that is expected to be signed into law by President Biden later this week.
Jason Normanton,@PMProuk,"Your auto insurance company owes you a COVID 'stimulus check,' new lawsuits say #Insurance #ui"
Ronchonne ᛉ,@MRLTine,"Covid : Les soignants dans la seringue du gouvernement – JT du lundi 8 mars 2021 https://breizh-info.com/2021/03/09/160372/covid-les-soignants-dans-la-seringue-du-gouvernement-jt-du-lundi-8-mars-2021/… via 
@Breizh_Info"
Globalnews,@pascalpernai,"#Monde #Europe #France /#RFI ""Covid-19: le réseau Obépine sonde les eaux usées"""
Travel Business Opportunity,@TravelBizOpp,"JohnnyJet:

ICYMI: CDC Releases Guidance For People Fully Vaccinated Against COVID-19
https://bit.ly/3kTTPg7 

— JohnnyJet (
@JohnnyJet
) March 8, 2021"
Chrono,@ChronoMapping,"Replying to 
@mexicanrry"
Nice-Matin,@Nice_Matin,"Entre Covid-19 et tempête, rencontre avec sept femmes d'exception engagées sur Menton et sa région https://bit.ly/3kVREsr"
GreenEyes,@GreenEyes_CH,"Replying to 
@Bigniouf"
Carmen B.,@Karm3nB,"Replying to 
@Karm3nB
 @Andreariccio221
 and 2 others"
《𝐑𝐲𝐮𝐤𝐨》,@Matoi_soles,Hiya all sorry I won't respond a lot as usual in DMs because I will be tested for covid in a matter of min by the time I sent this tweet..
zougla.gr,@zougla_online,"Κινήθηκε η διαδικασία επιβολής διοικητικών κυρώσεων, κατ΄εφαρμογή των διατάξεων της αλιευτικής νομοθεσίας και των διατάξεων περί προστασίας της δημόσιας υγείας από τον κίνδυνο περαιτέρω διασποράς του COVID-19. ΔΙΑΒΑΣΤΕ ΕΔΩ >> https://zougla.gr/greece/article/volos-silipsi-gia-paranomo-psarema-ston-agio-stefano?utm_term=Autofeed&utm_medium=Social&utm_source=Twitter#Echobox=1615274203…"
LPDB-KUMKM,@LPDBKUMKM,"Dengan disalurkannya dana bergulir di masa pandemi ini, diharapkan dapat memperkuat peran koperasi di tengah masyarakat serta mengatasi kesulitan usaha akibat Covid-19."
Robert,@RobMacCready,"Replying to 
@anteprima24"
flawless,@Mequiero_,Folks be getting to damn comfortable nobody touching my baby but my boyfriend(his dad) and both the grandmas and his big brother(my first born) I’m not playing bout covid gotta wait till it’s over
NAIJATELL.COM,@naijatell,Gov Abiodun receives COVID-19 vaccine jab » NEWS
Chopchop,@Chopchop_tft,"Replying to 
@GreeTeam
 and 
@Sardoche_Lol"
NewsFromTheRealWorld,@NFTRW_Feed,"JOB... COVID-19 Compliance Officer in Los Angeles, CA"
Mar,@darkangelhegel,"@locatel_mx
 me apoyan con la ubicación de  kioscos para prueba Covid en Xochimilco? Gracias"
Kyra Hamilton,@DrKyraHamilton,"New 
@Griffith_Uni
 initiative. Co-chaired by Prof Dawe and myself. The team was interdisciplinary including psych, marketing & comms experts, along with interior design, facilities & student success staff. Covid-safe campaign a reminder to be vigilant"
+Armada+Peligrosa,@chungalilla666,"Replying to 
@madridist_lov3
 and 
@Antonio52501329"
Eric Cheng,@yperic,"6 new Covid-19 cases in S'pore on Mar. 9, no community cases"
India Ahead Hindi,@indiaaheadhindi,"कोरोना संक्रमित हुए एक्टर रणबीर कपूर, मां नीतू कपूर ने दी जानकारी..
#RanbirKapoor #COVID19 #Covid_19 #NeetuKapoor"
INFORMASI PONDOK INDAH,@pondokindahinfo,#News: 250 ASN Pemkot Jaktim Divaksin COVID-19 https://ift.tt/38l1mze | Berita Jakarta
"o
o",@S4TVRNG0D,pour ou contre l’obligation de se vacciner contre le covid
Jonathan Tirado,@Jonatha68689031,"Imaginez un peu si, dans le passé, quand vous aviez une grippe, vous auriez ''dénoncé'' les gens croisés, votre famille.... 

 auprès de la CPAM pour en faire des contacts-fichés ? 

C'est ce qui se passe avec le covid."
COVID-19 News And Updates,@Covid19Global,Australia's top public servant shrugs off early Covid vaccine rollout incidents as 'teething' problems
Travel Business Opportunity,@TravelBizOpp,"nomadicmatt:

Crowds, crowds everywhere! You three consumer types now: people with rescheduled trips, people who aren’t putting trips off anymore, and people who had booked 2021 trips before covid. That's a lot of people traveling this year. Expect crowds once borders reopen…"
Wojciechowski,@Wojtek600,"Znajomi i szwagrowie w cieżkim stanie na covid po szpitalach. No i to rozumiem, bo już się martwiłem, że covid przestał być straszny 
Dorzucajcie do pieca, towarzysze, ja was słucham."
Banca y Negocios,@bancaynegocios,Inició vacunación contra el Covid-19 para trabajadores del sector educativo https://bit.ly/3rutVC4·
Esquerra Federació Girona,@erc_fedgirona,"@salutcat
 instal·la mòduls externs a #Banyoles i #Figueres per a pacients COVID
 S'afegeixen al de #CassàdelaSelva, que ja està operatiu, i aquesta setmana es preveu habilitar el del CAP Alfons Moré de #Salt 
 @DiarideGirona
 "
1Oan Lafarga,@joanlafarga,"Tinc la sensació que Espanya és fumarà els 140.000 milions d'euros dels d'ajuts europeus per la Covid-19 amb els quatre amiguets de sempre. El que quedarà serà molt pitjor.
#FemXarxa"
Versace Mane,@iammusic777,"Replying to 
@_llysss"
Peter Löw,@LionPedro74,"Replying to 
@krone_at"
CNN Philippines,@cnnphilippines,"Mayor Moreno says Manila has received its share of AstraZeneca's COVID-19 vaccines, and has started using them on health workers at the Ospital ng Maynila this morning."
Kelly of Dallas,@kellyofdallas,"Replying to 
@socalsweetsarah"
Travel Business Opportunity,@TravelBizOpp,"nomadicmatt:

Until vaccinations are widespread, the fear of border closures/outbreaks/catching Covid will mean most people will still travel in their home country. I don't think widespread international travel won’t pick up until the fall.

— Nomadic Matt (
@nomadicmatt
) Mar…"
"Nicole, the other one...",@highmountainli2,"Replying to 
@sondra_watkins
 and 
@McFaul"
Hustle Franklins,@hustlefranklins,COVID-19 Policy violator ARRESTED but puts up a Fight with Cops – Video https://ift.tt/3kZG6V1
giorgia ( fan account ),@saintlauretn,"Replying to 
@ALOHM0RA"
Alejandro Pérez,@perezale121,Ya esto del COVID me tiene tan hasta los huevos ya que hoy amanecí con las ganas de no hacer fiesta de cumple y solo irme a Madrid para follar
Hustle Franklins,@hustlefranklins,"COVID-19 Vaccination in Jamaica Begins Wednesday, March 10th https://ift.tt/3rv5aFD"
Mike Hunt,@stillhumane,"Replying to 
@JenFullick"
Andrew Rendle,@AndrewRendle,"Replying to 
@Stuart_King"
WOKV News,@WOKVNews,Spring-break partying falls victim to COVID-19 crisis
Travel Business Opportunity,@TravelBizOpp,"nomadicmatt:

Airbnb will get expensive. I thought COVID would kill 
@Airbnb
 but people love it. The average price per night has risen too as people shift to wanting their own, isolated space. I don’t see that trend going away.

— Nomadic Matt (
@nomadicmatt
) March 8, 2021"
❖♧ᴊᴀᴢɪᴇʟ⁷⁺⁹,@jczmyg,"Replying to 
@_DPRREM"
Sylviane,@Planete72,A LIRE. :  important CTIAP* Centre Hospitalier de Cholet: Covid-19. Projet de vaccination « obligatoire » des soignants : lettre ouverte au Ministre des solidarités et de la santé: http://ctiapchcholet.blogspot.com/2021/03/covid-19-projet-de-vaccination.html…
Daniel Müller - get that shot,@dmue95,"Replying to 
@schroeter_peter
 @stohr_klaus
 and 2 others"
SanityFacts,@FactsSanity,"Replying to 
@TuckerCarlson"
PowerGame.Gr,@GrPowergame,"Σε 10 έως 48 μηνιαίες δόσεις τα πρόστιμα της πανδημίας
« Σε 10 έως 48 μηνιαίες δόσεις μπορούν να ρυθμίζονται οι οφειλές που συσσωρεύονται από τα πρόστιμα των 300 ευρώ τα οποία επιβάλλει η Αστυνομία σε όσους πολίτες παραβιάζουν... »
#PowerGame #Covid"
Mwendani FM,@MwendaniFm,"Governor Muthomi Njuki has received covid-19 vaccine at Chuka referral hospital

Governor wa county ya Tharaka Nithi Muthomi Njuki ni umwe wa aria mamukira njanjo ya Asrazeneca ya kurigiriria mundu ndakamatikane na murimu wa corona virus thivitariri ya Chuka Referral Hospital."
Travel Business Opportunity,@TravelBizOpp,"nomadicmatt:

It’s been just about a year since COVID shut down the world. A lot has changed in that time. As vaccines and testing become more widespread and widespread #travel looks to restart later into the year, what’s travel going to look like? Let’s look into my crystal…"
Darek Hernik,@AntoniuszS,Uliczne automaty sprzedające testy na covid. Tokio.
Tina Crowson,@TinaCrowson,New cutting-edge Paignton test centre holds answers to your Covid concerns at work - and you don’t need to be having symptoms.
aira,@aiaiaiao_,umorder ako faceshield sa shopee katagal dumating patapos na ata covid di pa nadating 
ColegioMédicosToledo,@icomtoledo,"España suma 298 muertes por Covid-19, 200 menos que hace una semana"
Stigmabase | DIV,@PairsonnalitesA,"Fighting Stigma :  Vermont educators and child care workers can now get vaccinated against COVID-19: Julie Brigante, the owner of Early Years Child Development Center in Colchester said child care workers put themselves at risk of the virus since it is ... http://dlvr.it/RvFvpL"
Leamington Observer,@leamobs,Sky Blues' clash with Rotherham off after Millers report positive COVID-19 tests - https://leamingtonobserver.co.uk/sport/sky-blues-clash-with-rotherham-off-after-millers-report-positive-covid-19-tests-28316/…
Stigmabase | DIV,@PairsonnalitesA,Fighting Stigma :  Paving the path to COVID recovery - Children's Health Fund: Access to Healthcare for Children ...: Here's why. Distributing the vaccine to communities most devastated by the pandemic is essential for children's health. Black and Latinx… http://dlvr.it/RvFvPN
A.Craig in Paris,@ACraigInParis,"Replying to 
@le_Parisien
 and 
@moreauchevrolet"
National Review,@NRO,"Vaccine passports would extend the miseries of COVID well into a time when the vaccine has largely obviated them. | by 
@michaelbd"
DevSecOps - Sécurité applicative,@cobadisec,"#BreakingNews

Time-line of the #exchange 'hack

#Accellion #hacks
#Cyberattaque
#hospitality #cyber #cyberattack #cybersecurity #apple #github  #machinelearning #Python #womenintech #BigData #DataScience #Linux #Coding #100DaysOfCode #covid #cobadisec #privacy #Microsoft"
NowThis,@nowthisnews,‘Women are at the forefront of fighting the COVID crisis … we’re also the subjects of intensified domestic violence’ — New Zealand PM Jacinda Ardern addresses European Parliament on #InternationalWomensDay
Brian Lageose,@BonnywoodManor,"Memories of the First Time I Got Poked https://brianlageose.blog/2021/03/04/memories-of-the-first-time-i-got-poked/… via 
@BonnywoodManor
 #humor #sarcasm #writing #ShortStory #Covid"
Sat Binmas Polres Samosir,@BinmasSamosir,Pada Hari Selasa Tanggal 09 Maret 2021 kegiatan bhabinkamtibmas Polsek Onanrunggu BRIPKA B.J SIBARANI melaksanakan Monitoring Orang Terkonfimasi (+) Covid 19 di Sibaganding Desa Sibonor Ompuratus  Kec. Nainggolan Kab. Samosir.
ozemamma,@ozemamma1,What is happening? Politicians are going to outnumber covid patients in our hospitals soon. #healthministerinhospital
TheAllSeeing,@TheAllSeeing4,"#HarryandMeghan 
#humor 
Stand Up's would have had the time of their life had it not been for f*cking COVID-19!!"
Center for Countering Digital Hate,@CCDHate,"Instagram’s algorithm is broken but it can be fixed.

We’re calling on 
@Instagram
 to:
 Blacklist misinformation accounts
 Exclude posts about Covid or vaccines
 Limit recommendations
 Warn users about misinformation
 Display corrections to affected users"
WatsupAfrica,@watsupafrica,#Uganda: KICK STARTER: ISER raises questions on COVID-19 vaccination process https://uganda.watsupafrica.com/news/kick-starter-iser-raises-questions-on-covid-19-vaccination-process/…
Laban Pilipinas ®,@Laban1Pilipinas,"Got my first dose of 
AstraZeneca vaccine
 get protected from COVID-19!"
British Asia News,@british_asia,"Ranbir has tested Covid positive: Neetu Kapoor - http://zpr.io/RzGnS
#britishasianews #lifestylenews #lifestyle"
Salt 95.9 FM,@Salt959FM,"Finder:

* COVID-19: 202,252 vaccinated in 7 days 

* SHS 1 students to report to school from March 18 - GES

#AnopaBosuo #SaltMediaGH #GhanaNews"
Muhammad Yasin,@AMQ78924301,"Semua ditangkap, kemudian nanti di bebaskan cuma-cuma dengan alasan Wabah COVID-19. >>  #BangAliDizalimi << #PengadilanHarusAdil >>"
United Frontliners PH,@frontliners_ph,"Ngayong 4PM, March 9, ang DOH ay nakapagtala ng 2,668 karagdagang kaso ng COVID-19. Mayroon namang naitalang 171 na gumaling at 7 na pumanaw.

Sa kabuuang bilang ng mga naitalang kaso, 7.0% (41,822) ang aktibong kaso, 90.9% (546,078) ang gumaling, at 2.09% (12,528) ang namatay."
not ian lol haha,@Ian__Cardoso,"Replying to 
@Ian__Cardoso
 and 
@estraqueso"
